cnpj;vl_fatu;vl_sldo;dt_abrt;ds_cnae;dt_refe
CNPJ_04348;3648888;-268625;2021-02-21;Obras de infraestrutura elétrica;2025-05-31
CNPJ_04349;8573748;-1214669;2004-07-18;Construção de edifícios;2025-05-31
CNPJ_04350;1039994;-22747;2016-12-10;Comércio atacadista de bebidas;2025-05-31
CNPJ_04351;38612250;-2489325;2008-10-04;Fabricação de automóveis;2025-05-31
CNPJ_04352;780301;47212;2018-04-22;Televisão por assinatura;2025-05-31
CNPJ_04353;262714;17544;2021-01-13;Serviços de tecnologia da informação;2025-05-31
CNPJ_04354;27610813;-1993723;2010-04-20;Montagem industrial;2025-05-31
CNPJ_04355;263003;13069;2020-08-19;Educação superior;2025-05-31
CNPJ_04356;185337;16341;2020-12-06;Produção de ferro-gusa;2025-05-31
CNPJ_04357;1745912;70453;2019-02-13;Educação superior;2025-05-31
CNPJ_04358;776215;13735;2014-11-17;Cultivo de trigo;2025-05-31
CNPJ_04359;402453;-12621;2022-11-16;Fabricação de produtos químicos;2025-05-31
CNPJ_04360;2987144;-11631;2021-10-22;Defesa nacional;2025-05-31
CNPJ_04361;2380882;-115727;2021-08-18;Seguros de vida;2025-05-31
CNPJ_04362;1286651;-83121;2021-01-20;Televisão por assinatura;2025-05-31
CNPJ_04363;2088001;-177205;2020-06-28;Transporte rodoviário de carga;2025-05-31
CNPJ_04364;787804;36146;2015-03-29;Fabricação de móveis;2025-05-31
CNPJ_04365;1147831;85734;2017-08-10;Padaria e confeitaria;2025-05-31
CNPJ_04366;2121789;-113398;2018-03-20;Engenharia civil;2025-05-31
CNPJ_04367;2201651;98307;2020-01-02;Comércio varejista de alimentos;2025-05-31
CNPJ_04368;969686;56888;2020-09-05;Seguros de vida;2025-05-31
CNPJ_04369;496392;28378;2018-05-27;Televisão aberta;2025-05-31
CNPJ_04370;911217;-26701;2022-11-05;Saneamento básico;2025-05-31
CNPJ_04371;1185780;14220;2014-08-26;Comércio varejista de alimentos;2025-05-31
CNPJ_04372;403069;12110;2021-07-30;Saneamento básico;2025-05-31
CNPJ_04373;1320976;-18989;2016-12-27;Armazenamento geral;2025-05-31
CNPJ_04374;119183577;16597944;2001-01-26;Produção de alumínio;2025-05-31
CNPJ_04375;1497387;21286;2019-07-12;Cultivo de milho;2025-05-31
CNPJ_04376;917529;86128;2017-12-17;Seguros de vida;2025-05-31
CNPJ_04377;44801752;-1622715;2012-05-11;Comércio varejista de alimentos;2025-05-31
CNPJ_04378;162751;-7066;2021-08-11;Defesa nacional;2025-05-31
CNPJ_04379;2627426;-137328;2018-08-14;Telecomunicações sem fio;2025-05-31
CNPJ_04380;1892096;223144;2014-10-02;Cultivo de milho;2025-05-31
CNPJ_04381;70008;5826;2020-04-30;Construção de edifícios;2025-05-31
CNPJ_04382;1983145;-467;2022-01-25;Hotéis e pousadas;2025-05-31
CNPJ_04383;11748341;391979;2009-03-02;Extração de petróleo e gás natural;2025-05-31
CNPJ_04384;1936750;-164410;2022-11-03;Extração de minério de ferro;2025-05-31
CNPJ_04385;103821065;8613346;1995-02-25;Cultivo de trigo;2025-05-31
CNPJ_04386;105957847;-2538495;2014-06-02;Atividades de bancos múltiplos;2025-05-31
CNPJ_04387;110445;1140;2020-03-18;Cultivo de soja;2025-05-31
CNPJ_04388;262260;16157;2021-10-07;Produção de ferro-gusa;2025-05-31
CNPJ_04389;2069185;-127576;2021-03-16;Fabricação de automóveis;2025-05-31
CNPJ_04390;12281701;-972303;2009-02-17;Correios e entregas expressas;2025-05-31
CNPJ_04391;23771774;-651500;2008-11-21;Fabricação de papel;2025-05-31
CNPJ_04392;4912396;-327633;2012-10-15;Telecomunicações sem fio;2025-05-31
CNPJ_04393;38368217;-876965;1995-09-19;Construção de rodovias;2025-05-31
CNPJ_04394;874734;66403;2015-12-23;Armazenamento geral;2025-05-31
CNPJ_04395;107790;-4964;2023-04-16;Fabricação de móveis;2025-05-31
CNPJ_04396;118982;-8651;2022-11-30;Fabricação de produtos químicos;2025-05-31
CNPJ_04397;15577405;825837;2004-03-18;Cultivo de arroz;2025-05-31
CNPJ_04398;16153398;818425;2013-08-14;Correios e entregas expressas;2025-05-31
CNPJ_04399;1850993;-98385;2015-11-21;Consultoria empresarial;2025-05-31
CNPJ_04400;190122;16473;2022-02-24;Defesa nacional;2025-05-31
CNPJ_04401;2399628;-221150;2018-02-16;Serviços de tecnologia da informação;2025-05-31
CNPJ_04402;54344224;4338780;2014-12-24;Correios e entregas expressas;2025-05-31
CNPJ_04403;609283;-8640;2018-07-30;Produção cinematográfica;2025-05-31
CNPJ_04404;18409528;-353787;2019-12-15;Construção de barragens;2025-05-31
CNPJ_04405;119109;4211;2020-07-20;Fabricação de caminhões e ônibus;2025-05-31
CNPJ_04406;1352866;-175963;2018-05-01;Seguros de vida;2025-05-31
CNPJ_04407;2769823;-79236;2016-06-21;Padaria e confeitaria;2025-05-31
CNPJ_04408;193490943;3726141;2011-05-16;Geração de energia elétrica;2025-05-31
CNPJ_04409;286368;15259;2019-01-11;Correios e entregas expressas;2025-05-31
CNPJ_04410;1203672;-48237;2017-08-28;Construção de rodovias;2025-05-31
CNPJ_04411;1763967;-74335;2022-05-06;Construção de rodovias;2025-05-31
CNPJ_04412;1574913;-6323;2018-03-28;Engenharia civil;2025-05-31
CNPJ_04413;12370698;-596757;2000-11-12;Produção cinematográfica;2025-05-31
CNPJ_04414;158879;1261;2021-01-01;Cultivo de trigo;2025-05-31
CNPJ_04415;1566682;134809;2016-01-05;Consultoria empresarial;2025-05-31
CNPJ_04416;170900690;-7157347;1998-06-09;Correios e entregas expressas;2025-05-31
CNPJ_04417;1754336;-8575;2020-09-16;Extração de minério de ferro;2025-05-31
CNPJ_04418;6709477;649619;2009-10-29;Atividades de bancos múltiplos;2025-05-31
CNPJ_04419;71814;-1517;2020-06-03;Produção cinematográfica;2025-05-31
CNPJ_04420;99621;1739;2020-03-09;Produção de ferro-gusa;2025-05-31
CNPJ_04421;2555475;137674;2020-08-26;Comércio varejista de combustíveis;2025-05-31
CNPJ_04422;21112571;280314;2017-02-17;Padaria e confeitaria;2025-05-31
CNPJ_04423;283537;11888;2019-01-25;Obras de infraestrutura elétrica;2025-05-31
CNPJ_04424;109066;-3707;2020-10-19;Montagem industrial;2025-05-31
CNPJ_04425;2940907;82653;2017-04-02;Produção cinematográfica;2025-05-31
CNPJ_04426;8552671;-580344;2019-01-28;Seguros de vida;2025-05-31
CNPJ_04427;402317;48194;2016-02-05;Fabricação de automóveis;2025-05-31
CNPJ_04428;12204936;-876843;2020-07-07;Armazenamento geral;2025-05-31
CNPJ_04429;1590099;-16927;2019-11-06;Seguros de vida;2025-05-31
CNPJ_04430;2681535;-127624;2019-06-11;Comércio atacadista de tecidos;2025-05-31
CNPJ_04431;1325567;24189;2015-05-16;Comércio atacadista de calçados;2025-05-31
CNPJ_04432;32659265;-2958062;1998-07-05;Administração pública;2025-05-31
CNPJ_04433;279747;-16793;2022-05-21;Fabricação de automóveis;2025-05-31
CNPJ_04434;915781;-80788;2014-05-13;Obras de infraestrutura elétrica;2025-05-31
CNPJ_04435;177786;16234;2023-03-07;Televisão aberta;2025-05-31
CNPJ_04436;126384;16706;2019-10-22;Comércio varejista de combustíveis;2025-05-31
CNPJ_04437;29864410;2100830;2000-03-23;Padaria e confeitaria;2025-05-31
CNPJ_04438;261769;-884;2023-12-26;Construção de edifícios;2025-05-31
CNPJ_04439;137520;-18036;2019-12-23;Comércio atacadista de calçados;2025-05-31
CNPJ_04440;20727398;772268;2003-08-07;Hotéis e pousadas;2025-05-31
CNPJ_04441;2667485;63401;2021-09-27;Defesa nacional;2025-05-31
CNPJ_04442;1585149;-105956;2017-01-30;Distribuição de energia elétrica;2025-05-31
CNPJ_04443;12099478;1707133;2014-01-01;Educação superior;2025-05-31
CNPJ_04444;1805176;43149;2018-03-22;Armazenamento geral;2025-05-31
CNPJ_04445;2395716;227456;2018-07-14;Telecomunicações sem fio;2025-05-31
CNPJ_04446;24691148;1102998;2012-04-15;Engenharia civil;2025-05-31
CNPJ_04447;144611;-7953;2022-08-16;Comércio atacadista de bebidas;2025-05-31
CNPJ_04448;147716251;9418939;2009-02-08;Extração de petróleo e gás natural;2025-05-31
CNPJ_04449;95540;-4978;2022-01-15;Padaria e confeitaria;2025-05-31
CNPJ_04450;205933;-19833;2020-12-23;Fabricação de papel;2025-05-31
CNPJ_04451;234204;20989;2021-02-17;Atividades hospitalares;2025-05-31
CNPJ_04452;28122518;33046;2012-03-30;Atividades de bancos múltiplos;2025-05-31
CNPJ_04453;24167781;1866406;2006-06-08;Telecomunicações sem fio;2025-05-31
CNPJ_04454;297573;-29632;2022-11-23;Comércio atacadista de alimentos;2025-05-31
CNPJ_04455;386089;3919;2021-05-28;Fabricação de papel;2025-05-31
CNPJ_04456;1668146;152894;2022-09-04;Padaria e confeitaria;2025-05-31
CNPJ_04457;220669;16151;2020-04-19;Comércio atacadista de calçados;2025-05-31
CNPJ_04458;2995781;-231371;2015-11-11;Educação superior;2025-05-31
CNPJ_04459;230398;5980;2023-11-12;Educação superior;2025-05-31
CNPJ_04460;1288956;-61025;2018-06-01;Defesa nacional;2025-05-31
CNPJ_04461;23115075;2412968;2002-10-27;Defesa nacional;2025-05-31
CNPJ_04462;102839;-9418;2021-09-28;Consultoria empresarial;2025-05-31
CNPJ_04463;1558193;-87183;2014-09-03;Educação superior;2025-05-31
CNPJ_04464;118503;10320;2021-02-09;Comércio varejista de alimentos;2025-05-31
CNPJ_04465;253383;-8365;2021-10-08;Fabricação de móveis;2025-05-31
CNPJ_04466;281517;38576;2023-07-30;Atividades de bancos múltiplos;2025-05-31
CNPJ_04467;1727428;-61402;2014-01-24;Educação superior;2025-05-31
CNPJ_04468;133018830;3816661;1999-02-01;Produção cinematográfica;2025-05-31
CNPJ_04469;2276039;218256;2022-02-06;Montagem industrial;2025-05-31
CNPJ_04470;60413;-263;2023-03-11;Montagem industrial;2025-05-31
CNPJ_04471;1368504;190659;2015-03-31;Hotéis e pousadas;2025-05-31
CNPJ_04472;2989039;284766;2017-03-31;Consultoria empresarial;2025-05-31
CNPJ_04473;1747341;111128;2019-07-27;Telecomunicações sem fio;2025-05-31
CNPJ_04474;69856;-6303;2020-12-08;Fabricação de automóveis;2025-05-31
CNPJ_04475;324759;18485;2018-10-11;Geração de energia elétrica;2025-05-31
CNPJ_04476;357095;1322;2016-11-25;Correios e entregas expressas;2025-05-31
CNPJ_04477;2938289;-232818;2014-05-07;Consultoria empresarial;2025-05-31
CNPJ_04478;35681178;-1969850;2011-02-15;Correios e entregas expressas;2025-05-31
CNPJ_04479;132074;4579;2022-01-29;Fabricação de produtos químicos;2025-05-31
CNPJ_04480;85021;566;2023-09-05;Correios e entregas expressas;2025-05-31
CNPJ_04481;2040340;124528;2017-10-10;Comércio varejista de combustíveis;2025-05-31
CNPJ_04482;609976;-36629;2016-08-18;Produção de ferro-gusa;2025-05-31
CNPJ_04483;284943;-1139;2019-10-12;Extração de minério de ferro;2025-05-31
CNPJ_04484;161334;-15324;2020-08-14;Serviços de tecnologia da informação;2025-05-31
CNPJ_04485;1596417;49150;2014-07-20;Geração de energia elétrica;2025-05-31
CNPJ_04486;74857;6339;2020-09-09;Planos de saúde;2025-05-31
CNPJ_04487;1550989;-22755;2014-05-14;Extração de petróleo e gás natural;2025-05-31
CNPJ_04488;2452690;296892;2015-01-01;Fabricação de automóveis;2025-05-31
CNPJ_04489;503331;42214;2014-03-26;Construção de rodovias;2025-05-31
CNPJ_04490;169077;12752;2019-10-24;Educação superior;2025-05-31
CNPJ_04491;23510501;-52285;2019-08-30;Atividades hospitalares;2025-05-31
CNPJ_04492;216038;-7307;2019-05-20;Comércio varejista de combustíveis;2025-05-31
CNPJ_04493;2619329;-105973;2014-06-11;Hotéis e pousadas;2025-05-31
CNPJ_04494;18806392;-1000263;2011-03-21;Extração de minério de ferro;2025-05-31
CNPJ_04495;71983695;3681171;2008-07-11;Produção de ferro-gusa;2025-05-31
CNPJ_04496;7221180;-309906;2002-05-31;Geração de energia elétrica;2025-05-31
CNPJ_04497;105731;-9959;2020-08-05;Educação superior;2025-05-31
CNPJ_04498;1131521;102015;2020-07-24;Montagem industrial;2025-05-31
CNPJ_04499;913546;11586;2015-06-08;Hotéis e pousadas;2025-05-31
CNPJ_04500;580783;15571;2014-01-11;Armazenamento geral;2025-05-31
CNPJ_04501;2292957;-93785;2019-01-07;Correios e entregas expressas;2025-05-31
CNPJ_04502;14826863;-412932;2010-08-05;Distribuição de energia elétrica;2025-05-31
CNPJ_04503;225399;-15732;2022-08-26;Extração de minério de ferro;2025-05-31
CNPJ_04504;1427793;-41343;2018-08-25;Produção de ferro-gusa;2025-05-31
CNPJ_04505;1362280;119732;2017-08-25;Fabricação de produtos químicos;2025-05-31
CNPJ_04506;391469;-23140;2020-08-12;Seguros de vida;2025-05-31
CNPJ_04507;814304;-33296;2020-11-20;Montagem industrial;2025-05-31
CNPJ_04508;1067622;134220;2021-06-30;Geração de energia elétrica;2025-05-31
CNPJ_04509;1169780;-99137;2018-06-22;Hotéis e pousadas;2025-05-31
CNPJ_04510;1164303;-95126;2019-10-26;Extração de petróleo e gás natural;2025-05-31
CNPJ_04511;95663;663;2020-08-05;Restaurantes e similares;2025-05-31
CNPJ_04512;2839779;-78741;2021-05-21;Produção cinematográfica;2025-05-31
CNPJ_04513;86432;-4380;2020-06-18;Extração de minério de ferro;2025-05-31
CNPJ_04514;165132300;-12128676;2000-06-07;Padaria e confeitaria;2025-05-31
CNPJ_04515;640374;36240;2022-11-30;Obras de infraestrutura elétrica;2025-05-31
CNPJ_04516;4896613;-183550;2011-08-17;Produção de alumínio;2025-05-31
CNPJ_04517;16174491;1541071;2019-08-27;Geração de energia elétrica;2025-05-31
CNPJ_04518;2552355;-155276;2015-07-26;Transporte ferroviário de carga;2025-05-31
CNPJ_04519;159638;7525;2021-12-03;Montagem industrial;2025-05-31
CNPJ_04520;1546245;-73789;2016-05-12;Comércio atacadista de tecidos;2025-05-31
CNPJ_04521;94426998;-8411254;2001-01-09;Construção de barragens;2025-05-31
CNPJ_04522;6697718;539105;1999-12-24;Geração de energia elétrica;2025-05-31
CNPJ_04523;125794483;-5483773;1997-11-11;Educação superior;2025-05-31
CNPJ_04524;902185;117423;2015-02-18;Armazenamento geral;2025-05-31
CNPJ_04525;95140;3129;2021-03-06;Comércio atacadista de alimentos;2025-05-31
CNPJ_04526;133879;-3932;2021-01-16;Cultivo de milho;2025-05-31
CNPJ_04527;169892;5179;2023-02-16;Planos de saúde;2025-05-31
CNPJ_04528;221334;3249;2021-09-09;Armazenamento geral;2025-05-31
CNPJ_04529;2246578;-203494;2021-05-20;Cultivo de soja;2025-05-31
CNPJ_04530;6039080;148437;2011-03-09;Construção de rodovias;2025-05-31
CNPJ_04531;287305;-15460;2020-01-02;Comércio atacadista de medicamentos;2025-05-31
CNPJ_04532;2704788;82222;2019-11-27;Correios e entregas expressas;2025-05-31
CNPJ_04533;291142;-28225;2023-07-10;Extração de minério de ferro;2025-05-31
CNPJ_04534;578395;-5787;2014-03-03;Cultivo de trigo;2025-05-31
CNPJ_04535;2030365;-35326;2018-02-11;Comércio varejista de alimentos;2025-05-31
CNPJ_04536;210196;-15240;2023-10-19;Comércio atacadista de alimentos;2025-05-31
CNPJ_04537;154702;-3599;2022-03-23;Seguros de vida;2025-05-31
CNPJ_04538;2530459;246326;2015-07-20;Defesa nacional;2025-05-31
CNPJ_04539;2803194;260618;2019-02-05;Televisão aberta;2025-05-31
CNPJ_04540;512565;-18208;2019-04-06;Extração de petróleo e gás natural;2025-05-31
CNPJ_04541;286969;-22561;2020-09-25;Fabricação de automóveis;2025-05-31
CNPJ_04542;268074;-5119;2019-07-15;Saneamento básico;2025-05-31
CNPJ_04543;24874286;1268445;2005-07-04;Fabricação de produtos químicos;2025-05-31
CNPJ_04544;28412503;-3626399;2015-08-30;Produção de alumínio;2025-05-31
CNPJ_04545;308823;-20794;2016-10-26;Cultivo de arroz;2025-05-31
CNPJ_04546;10194383;425550;2004-03-07;Televisão aberta;2025-05-31
CNPJ_04547;1492987;-141467;2015-04-10;Planos de saúde;2025-05-31
CNPJ_04548;24637882;930498;2006-12-10;Extração de petróleo e gás natural;2025-05-31
CNPJ_04549;1470931;-15892;2021-01-08;Planos de saúde;2025-05-31
CNPJ_04550;24367191;1712263;2014-01-03;Extração de minério de ferro;2025-05-31
CNPJ_04551;14565128;-1064696;1999-02-15;Distribuição de energia elétrica;2025-05-31
CNPJ_04552;22532920;-1788515;2005-02-18;Telecomunicações sem fio;2025-05-31
CNPJ_04553;117834;-1294;2019-06-27;Fabricação de produtos químicos;2025-05-31
CNPJ_04554;242283;-12928;2021-01-06;Produção de ferro-gusa;2025-05-31
CNPJ_04555;188767;15042;2019-12-16;Telecomunicações sem fio;2025-05-31
CNPJ_04556;91440261;5619554;1994-03-13;Montagem industrial;2025-05-31
CNPJ_04557;2977088;-207093;2019-12-18;Atividades de bancos múltiplos;2025-05-31
CNPJ_04558;23470401;-2092633;2010-05-01;Obras de infraestrutura elétrica;2025-05-31
CNPJ_04559;276546;-8507;2023-12-18;Cultivo de soja;2025-05-31
CNPJ_04560;312382;-28677;2015-01-26;Televisão por assinatura;2025-05-31
CNPJ_04561;1948754;-530;2017-01-05;Serviços de tecnologia da informação;2025-05-31
CNPJ_04562;229780;-552;2023-01-04;Construção de rodovias;2025-05-31
CNPJ_04563;171097971;-12937964;2001-12-07;Comércio atacadista de medicamentos;2025-05-31
CNPJ_04564;106964;9314;2019-10-11;Saneamento básico;2025-05-31
CNPJ_04565;855303;77901;2015-10-28;Cultivo de arroz;2025-05-31
CNPJ_04566;273303;9862;2020-10-02;Cultivo de trigo;2025-05-31
CNPJ_04567;236165;-11168;2023-05-26;Extração de petróleo e gás natural;2025-05-31
CNPJ_04568;1529415;139149;2021-08-19;Comércio atacadista de bebidas;2025-05-31
CNPJ_04569;766240;-10165;2021-04-26;Extração de minério de ferro;2025-05-31
CNPJ_04570;2668325;81911;2018-03-02;Telecomunicações sem fio;2025-05-31
CNPJ_04571;384211;-7312;2014-11-10;Televisão aberta;2025-05-31
CNPJ_04572;17630227;1207022;2017-02-02;Defesa nacional;2025-05-31
CNPJ_04573;430167;24242;2020-11-16;Planos de saúde;2025-05-31
CNPJ_04574;2338589;35314;2022-09-22;Comércio varejista de alimentos;2025-05-31
CNPJ_04575;754746;-98826;2015-12-16;Comércio atacadista de bebidas;2025-05-31
CNPJ_04576;1302501;-89931;2014-07-05;Comércio varejista de alimentos;2025-05-31
CNPJ_04577;265202;18971;2020-01-02;Consultoria empresarial;2025-05-31
CNPJ_04578;520642;-698;2017-11-21;Obras de infraestrutura elétrica;2025-05-31
CNPJ_04579;1946623;99150;2022-01-28;Armazenamento geral;2025-05-31
CNPJ_04580;2525188;-46618;2017-10-14;Cultivo de soja;2025-05-31
CNPJ_04581;1247591;115052;2020-04-28;Comércio atacadista de medicamentos;2025-05-31
CNPJ_04582;248057;21428;2022-04-25;Transporte rodoviário de carga;2025-05-31
CNPJ_04583;161943;-14010;2019-08-02;Produção cinematográfica;2025-05-31
CNPJ_04584;43594384;334173;2012-12-22;Hotéis e pousadas;2025-05-31
CNPJ_04585;164113;8982;2022-03-26;Educação superior;2025-05-31
CNPJ_04586;132379885;19211759;2001-06-15;Fabricação de papel;2025-05-31
CNPJ_04587;194479;-14765;2021-10-28;Comércio atacadista de tecidos;2025-05-31
CNPJ_04588;278563;35891;2023-09-25;Atividades de bancos múltiplos;2025-05-31
CNPJ_04589;138224180;986428;2010-03-19;Montagem industrial;2025-05-31
CNPJ_04590;27986258;-1445230;2008-12-11;Seguros de vida;2025-05-31
CNPJ_04591;2019089;-54522;2014-03-04;Extração de petróleo e gás natural;2025-05-31
CNPJ_04592;231918;-13325;2020-04-22;Construção de barragens;2025-05-31
CNPJ_04593;193990701;-17149305;2010-03-31;Construção de edifícios;2025-05-31
CNPJ_04594;2223247;187447;2020-02-13;Padaria e confeitaria;2025-05-31
CNPJ_04595;1944135;190090;2017-12-23;Comércio atacadista de alimentos;2025-05-31
CNPJ_04596;19806578;1810974;1999-08-05;Engenharia civil;2025-05-31
CNPJ_04597;24927531;-2330049;2002-06-01;Construção de edifícios;2025-05-31
CNPJ_04598;20284271;1609491;2018-12-11;Distribuição de energia elétrica;2025-05-31
CNPJ_04599;198809;7099;2022-07-18;Educação superior;2025-05-31
CNPJ_04600;1147881;-41717;2022-12-10;Administração pública;2025-05-31
CNPJ_04601;21815785;1812590;2001-03-07;Comércio atacadista de tecidos;2025-05-31
CNPJ_04602;1789877;47858;2022-11-22;Engenharia civil;2025-05-31
CNPJ_04603;94020969;6425275;1997-03-20;Atividades hospitalares;2025-05-31
CNPJ_04604;2236382;-36992;2017-10-02;Cultivo de arroz;2025-05-31
CNPJ_04605;2416432;173;2014-10-04;Comércio atacadista de tecidos;2025-05-31
CNPJ_04606;103628;-4531;2020-01-14;Defesa nacional;2025-05-31
CNPJ_04607;1359500;-108878;2016-08-29;Atividades hospitalares;2025-05-31
CNPJ_04608;79911;10194;2021-03-01;Televisão aberta;2025-05-31
CNPJ_04609;2777398;-184516;2016-01-23;Armazenamento geral;2025-05-31
CNPJ_04610;76526359;-1664193;2001-02-16;Cultivo de trigo;2025-05-31
CNPJ_04611;171942;-14441;2023-03-13;Geração de energia elétrica;2025-05-31
CNPJ_04612;132305615;12882502;2007-06-04;Educação superior;2025-05-31
CNPJ_04613;182660;11276;2022-06-13;Comércio atacadista de medicamentos;2025-05-31
CNPJ_04614;3713826;-160241;2002-03-22;Engenharia civil;2025-05-31
CNPJ_04615;112644;-3470;2019-08-17;Fabricação de produtos químicos;2025-05-31
CNPJ_04616;1927930;92785;2022-11-07;Transporte ferroviário de carga;2025-05-31
CNPJ_04617;966486;-56644;2015-03-10;Serviços de tecnologia da informação;2025-05-31
